"salary_min","id","__CLASS__","description","created","salary_max","redirect_url","title","salary_is_predicted","adref","contract_time","longitude","latitude","query","category_label","location_display_name","company_display_name","contract_type"
140199.61,"4945760603","Adzuna::API::Response::Job","Job Title: Data Analyst Role Overview: Data Science & Analytics team is expanding within Consumer Marketing organization, with a laser focus on building data tools, supporting experimentation, develop predictive models and extract data-driven insights to achieve our goals for a direct-to-consumer marketing organization which supports 400 million customers worldwide. With a focus on experimentation & data automation, this is an opportunity to work with the best of both worlds, our creative busin…","2024-11-20T15:07:57Z",140199.61,"https://www.adzuna.com/land/ad/4945760603?se=9psyYs2w7xGrDEpj4KcsRg&utm_medium=api&utm_source=13260c83&v=72CB1393F20676A05B8718DE12289723A3308594","Data Analyst","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXBzeVlzMnc3eEdyREVwajRLY3NSZyIsImkiOiI0OTQ1NzYwNjAzIn0.YO1H6so-BRSRiPmqPCalIOp-rCrBdsPpGYp5Is7JL6Q",NA,-121.89093,37.304,"data analyst","IT Jobs","Campbell, Santa Clara County","McAfee, Inc.",NA
95207.66,"4954852738","Adzuna::API::Response::Job","Overview Cayuse Federal Services (CFS) provides innovative and flexible solutions to federal government clients, emphasizing cost-effective excellence. CFS' capabilities, market-relevant service offerings, past performance credentials, and diverse status allow government clients to engage quickly and confidently with CFS. Core service areas for CFS include Environmental Services Investigation and Remediation, Munitions Response/Unexploded Ordnance (UXO), Operations Support Services Bases, Range…","2024-11-28T18:11:16Z",95207.66,"https://www.adzuna.com/land/ad/4954852738?se=9psyYs2w7xGrDEpj4KcsRg&utm_medium=api&utm_source=13260c83&v=D4D365E28A2711247A5A4CCE84094C3E3599FBF2","Data Analyst","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXBzeVlzMnc3eEdyREVwajRLY3NSZyIsImkiOiI0OTU0ODUyNzM4In0.nVBr7MaTptxB6CJHs70T0tHfE1nP8skml3xvgp9OId8",NA,-73.77562,42.67264,"data analyst","IT Jobs","Ny State Campus, Albany County","Cayuse Holdings",NA
88275,"4954848354","Adzuna::API::Response::Job","Overview Cayuse Federal Services (CFS) provides innovative and flexible solutions to federal government clients, emphasizing cost-effective excellence. CFS' capabilities, market-relevant service offerings, past performance credentials, and diverse status allow government clients to engage quickly and confidently with CFS. Core service areas for CFS include Environmental Services Investigation and Remediation, Munitions Response/Unexploded Ordnance (UXO), Operations Support Services Bases, Range…","2024-11-28T18:09:07Z",88275,"https://www.adzuna.com/land/ad/4954848354?se=9psyYs2w7xGrDEpj4KcsRg&utm_medium=api&utm_source=13260c83&v=162B5864E3D6644694179E579155684B5A040EAB","Data Analyst","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1NDg0ODM1NCIsInMiOiI5cHN5WXMydzd4R3JERXBqNEtjc1JnIn0.fFMzbz7o-mbU-ugT-YjMk0L5FVjsPmJ3NOx2jCV_YyA",NA,-122.870669,47.031096,"data analyst","IT Jobs","Tumwater, Thurston County","Cayuse Holdings",NA
89628.54,"4954852736","Adzuna::API::Response::Job","Overview Cayuse Federal Services (CFS) provides innovative and flexible solutions to federal government clients, emphasizing cost-effective excellence. CFS' capabilities, market-relevant service offerings, past performance credentials, and diverse status allow government clients to engage quickly and confidently with CFS. Core service areas for CFS include Environmental Services Investigation and Remediation, Munitions Response/Unexploded Ordnance (UXO), Operations Support Services Bases, Range…","2024-11-28T18:11:16Z",89628.54,"https://www.adzuna.com/land/ad/4954852736?se=9psyYs2w7xGrDEpj4KcsRg&utm_medium=api&utm_source=13260c83&v=349A839DF01F61DF451F8C3D10A1C076F44A8010","Data Analyst","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1NDg1MjczNiIsInMiOiI5cHN5WXMydzd4R3JERXBqNEtjc1JnIn0.mKA9gJuoMFMLUAzXbWxXTMNt2RcOoQrlbUBrOXHK0xY",NA,-73.77562,42.67264,"data analyst","IT Jobs","Ny State Campus, Albany County","Cayuse Holdings",NA
83102.28,"4954848355","Adzuna::API::Response::Job","Overview Cayuse Federal Services (CFS) provides innovative and flexible solutions to federal government clients, emphasizing cost-effective excellence. CFS' capabilities, market-relevant service offerings, past performance credentials, and diverse status allow government clients to engage quickly and confidently with CFS. Core service areas for CFS include Environmental Services Investigation and Remediation, Munitions Response/Unexploded Ordnance (UXO), Operations Support Services Bases, Range…","2024-11-28T18:09:07Z",83102.28,"https://www.adzuna.com/land/ad/4954848355?se=9psyYs2w7xGrDEpj4KcsRg&utm_medium=api&utm_source=13260c83&v=F7709693C5123ED4D389BC6534A073799D0F8349","Data Analyst","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1NDg0ODM1NSIsInMiOiI5cHN5WXMydzd4R3JERXBqNEtjc1JnIn0._Sel09RkLCpIzNKS1rdw9_R9Va2_zPlyAyVVzTU364I",NA,-122.870669,47.031096,"data analyst","IT Jobs","Tumwater, Thurston County","Cayuse Holdings",NA
88815.6,"4957003665","Adzuna::API::Response::Job","About the Role: Grade Level (for internal use): 07 About the Role: Data Analyst The Team: The Retail Data Team turns data into information, information into insight and insight into business decisions. We are responsible for receiving lender data from multiple sources and manipulate that data into files and databases to be accessed and used by Market Scan software systems. The Retail Data Team will develop tools and techniques to process data more quickly and more accurately and monitor perform…","2024-11-30T18:05:36Z",88815.6,"https://www.adzuna.com/land/ad/4957003665?se=9psyYs2w7xGrDEpj4KcsRg&utm_medium=api&utm_source=13260c83&v=7E2DA9140C46D24086F9CAAAAE3865049D9A16AB","Data Analyst","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk1NzAwMzY2NSIsInMiOiI5cHN5WXMydzd4R3JERXBqNEtjc1JnIn0.MO5tnJ52YooVXjuO5A89zgzbYY9fcyADRiQB398WPds",NA,-121.8492,36.5877,"data analyst","IT Jobs","Del Rey Oaks, Monterey County","S&P Global",NA
60578.77,"4920218530","Adzuna::API::Response::Job","Description We are seeking a Data Analyst to join our team. This role primarily focuses on providing data services within a proprietary enterprise-level global trade compliance system. You will be collaborating with various teams and stakeholders across the enterprise, primarily engaging in data reporting and database development activities. Responsibilities: - Employ SQL development tools to query enterprise-level data and report results to stakeholders - Perform data uploads using database to…","2024-10-31T16:43:18Z",60578.77,"https://www.adzuna.com/land/ad/4920218530?se=9psyYs2w7xGrDEpj4KcsRg&utm_medium=api&utm_source=13260c83&v=D694EB2DA1A9072335899DAEBAA78DB355720CB2","Data Analyst","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXBzeVlzMnc3eEdyREVwajRLY3NSZyIsImkiOiI0OTIwMjE4NTMwIn0.4KQ85RAaPiPNyyhsZe0mfG0u_lnHA_Rcj8jZbgP6L38",NA,-122.226972,47.945169,"data analyst","IT Jobs","Pinehurst, Snohomish County","Robert Half",NA
94429.37,"4740067751","Adzuna::API::Response::Job","Job Description This candidate will serve as Data Analyst in NYC DOT's Bike Share & Shared Mobility unit, which is responsible for planning and oversight of the Citi Bike program and other shared micro mobility services in New York City. Citi Bike is a public transportation service and a public-private partnership that is among the largest and most successful bike share systems in the world. The program is in the midst of a five-year expansion that will ultimately double the size of its previou…","2024-06-16T15:48:38Z",94429.37,"https://www.adzuna.com/land/ad/4740067751?se=9psyYs2w7xGrDEpj4KcsRg&utm_medium=api&utm_source=13260c83&v=E6E0E6521C66B5E692CBE73A46EB50B2306A7835","Data Analyst","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXBzeVlzMnc3eEdyREVwajRLY3NSZyIsImkiOiI0NzQwMDY3NzUxIn0._BTC26IeIy68TvQ9QUdMl37Wajx272_GLL8sFeRSw2M",NA,-73.978504,40.755381,"data analyst","Scientific & QA Jobs","Grand Central, Manhattan","City of New York",NA
87420.72,"4892780177","Adzuna::API::Response::Job","Job Description The Office of Asylum Seeker Operations (OASO) is leading New York City's response to, and service provision for, the influx of asylum seekers. New York City's response is unique throughout the nation and includes complex services for asylum seekers, including but not limited to legal supports, advocacy, shelter, education, workforce training, clothing and food donations, and collaboration with faith-based and community-based organizations. OASO coordinates between agencies, make…","2024-10-07T16:30:43Z",87420.72,"https://www.adzuna.com/land/ad/4892780177?se=9psyYs2w7xGrDEpj4KcsRg&utm_medium=api&utm_source=13260c83&v=DA1B8030A62117B55EAF87CAB15BA81C9A9D6269","DATA ANALYST","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXBzeVlzMnc3eEdyREVwajRLY3NSZyIsImkiOiI0ODkyNzgwMTc3In0.Um6SHujuC33xK17dDKLXlE19EGm-XHJN8am5JL8eJkA",NA,-73.978504,40.755381,"data analyst","IT Jobs","Grand Central, Manhattan","City of New York",NA
71890.02,"4945818621","Adzuna::API::Response::Job","Job Description The mission of the Department of Veterans' Services is to connect, mobilize, and empower New York City's Veteran Community in order to foster purpose-driven lives for New York City Service Members - past and present - in addition to their caregivers, survivors, and families. DVS fulfills this mission by providing New York City's approximately 200,000 Veterans with essential services and programs focused on pivotal areas such as economic empowerment, housing security, benefits, h…","2024-11-20T15:45:32Z",71890.02,"https://www.adzuna.com/land/ad/4945818621?se=9psyYs2w7xGrDEpj4KcsRg&utm_medium=api&utm_source=13260c83&v=DD43E89875B84DC77F7F9BC9BA7A38E4341BC883","Data Analyst","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk0NTgxODYyMSIsInMiOiI5cHN5WXMydzd4R3JERXBqNEtjc1JnIn0.CQx5hNa6fCtfA4TomiOvv9r5i3zaz3_vEwoybmaPG0U",NA,-73.978504,40.755381,"data analyst","IT Jobs","Grand Central, Manhattan","City of New York",NA
88524.71,"4917938657","Adzuna::API::Response::Job","Supports the Hospital and Enterprise Analytics' vision, mission, and strategic initiatives by using technical expertise to design, create and develop analytic solutions. The incumbent facilitates gathering business requirements, and provides knowledge in business/clinical processes, analytical expertise, by working with key stakeholders, end users and project team members. This position identifies and resolves issues throughout the development of analytical solutions, and participates in identi…","2024-10-29T16:44:13Z",88524.71,"https://www.adzuna.com/land/ad/4917938657?se=9psyYs2w7xGrDEpj4KcsRg&utm_medium=api&utm_source=13260c83&v=97B4F516757B02C577CEC6FD0C0862CC64086676","Data Analyst","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDkxNzkzODY1NyIsInMiOiI5cHN5WXMydzd4R3JERXBqNEtjc1JnIn0.Apxs4fngenxMNmcggKprVZ4dWlXdPwDp4rwcDE5OJb4",NA,-122.326064,47.602485,"data analyst","Healthcare & Nursing Jobs","International, King County","Seattle Children's",NA
72223.17,"4909365348","Adzuna::API::Response::Job","Job Description About the Agency: The New York City Department of Housing Preservation (HPD) promotes quality and affordability in the city's housing, and diversity and strength in the city's neighborhoods because every New Yorker deserves a safe, affordable place to live in a neighborhood they love. - We maintain building and resident safety and health - We create opportunities for New Yorkers through housing affordability - We engage New Yorkers to build and sustain neighborhood strength and …","2024-10-21T16:33:32Z",72223.17,"https://www.adzuna.com/land/ad/4909365348?se=9psyYs2w7xGrDEpj4KcsRg&utm_medium=api&utm_source=13260c83&v=E618FA5BB0EEF28920AD042D8C132F0E9E51BAD4","Data Analyst","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXBzeVlzMnc3eEdyREVwajRLY3NSZyIsImkiOiI0OTA5MzY1MzQ4In0.6RbCyrhcrGsGBk2kU7SJwXcEV4ObA_rli9y_5x2A194",NA,-73.978504,40.755381,"data analyst","Admin Jobs","Grand Central, Manhattan","City of New York",NA
173241,"4947097384","Adzuna::API::Response::Job","Microsoft Cloud Operations  Innovation (COI) is the engine that powers Microsoft's cloud services. Microsoft Cloud Operations  Innovation is responsible for designing, building, and operating our unified global datacenters, managing the supply planning and capacity utilization of our unified infrastructure, and is responsible for all of the operations needed to run the physical infrastructure (including supply chain, hardware, power, security, and workflow teams).? Within COI, the Infrastructur…","2024-11-21T15:51:00Z",173241,"https://www.adzuna.com/land/ad/4947097384?se=9psyYs2w7xGrDEpj4KcsRg&utm_medium=api&utm_source=13260c83&v=2A9A55AF9F70E31089057C9F87965EC698E7BD0C","Data Analyst","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk0NzA5NzM4NCIsInMiOiI5cHN5WXMydzd4R3JERXBqNEtjc1JnIn0.0fc19K_2afYykjOVpbBA6pW_B7u6doNpwvXX2rEigf8",NA,-122.114799,47.6742,"data analyst","IT Jobs","Redmond, King County","Microsoft Corporation",NA
77883.84,"4940209497","Adzuna::API::Response::Job","The purpose of this role is to interpret data and turn into information (reports, dashboards, interactive visualizations etc) which can offer ways to improve a business, thus affecting business decisions. Dd Managing the technical scope of the project in line with the requirements at all stages 1. Gather information from various sources (data warehouses, database, data integration and modelling) and interpret patterns and trends 2. Develop record management process and policies 3. Build and mai…","2024-11-15T08:39:06Z",77883.84,"https://www.adzuna.com/land/ad/4940209497?se=9psyYs2w7xGrDEpj4KcsRg&utm_medium=api&utm_source=13260c83&v=9AE1E6B13ED624730EF74FA9DAFAE2ABC96CB9A8","Data Analyst","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXBzeVlzMnc3eEdyREVwajRLY3NSZyIsImkiOiI0OTQwMjA5NDk3In0.TsMQ9Scrl762H_SvKoy00X8cZeVQYMEjS7SF3VyyB7I","full_time",-93.2,44.9462,"data analyst","IT Jobs","Lauderdale, Ramsey County","Wipro Ltd",NA
90656.16,"4330156573","Adzuna::API::Response::Job","Job Description An employer is looking for a Sr. Data Engineer in the Seattle, WA area. This entertainment company is looking for a Sr. Data Engineer to join their consumer business division. They are dealing with large amounts of television and digital data around their customers. This person will be responsible for their Data Warehouse as they evolve into a more cloud based environment. Someone with AWS and Snowflake experience would be a standout candidate. However, if you have an expertise …","2023-09-23T15:01:18Z",90656.16,"https://www.adzuna.com/land/ad/4330156573?se=9psyYs2w7xGrDEpj4KcsRg&utm_medium=api&utm_source=13260c83&v=C24E2D5EABAB632F6FFE2210B19BECBA2B86D144","Data Analyst","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXBzeVlzMnc3eEdyREVwajRLY3NSZyIsImkiOiI0MzMwMTU2NTczIn0.EePlLgv-9DMkuy2U5Ec-TF2GnBv3HO3FHsl8yR6-JNc",NA,-122.326064,47.602485,"data analyst","IT Jobs","International, King County","Insight Global",NA
62244.12,"4922505950","Adzuna::API::Response::Job","What Data Analytics brings to Cardinal Health: The Data & Analytics Function oversees the analytics life-cycle in order to identify, analyze and present relevant insights that drive business decisions and anticipate opportunities to achieve a competitive advantage. This function manages analytic data platforms, the access, design and implementation of reporting/business intelligence solutions, and the application of advanced quantitative modeling. Data Analytics applies business process knowled…","2024-11-01T16:44:02Z",62244.12,"https://www.adzuna.com/land/ad/4922505950?se=9psyYs2w7xGrDEpj4KcsRg&utm_medium=api&utm_source=13260c83&v=CBA8919D421F9607383A7DC3ABE772C5484F5E41","Data Analyst","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDkyMjUwNTk1MCIsInMiOiI5cHN5WXMydzd4R3JERXBqNEtjc1JnIn0.r474gS-Aptu3clyBF5JKJpuY4PM_4f7ijgXdIuIoDXM",NA,-122.870669,47.031096,"data analyst","Energy, Oil & Gas Jobs","Tumwater, Thurston County","Cardinal Health",NA
67132.2,"4922488118","Adzuna::API::Response::Job","What Data Analytics brings to Cardinal Health: The Data & Analytics Function oversees the analytics life-cycle in order to identify, analyze and present relevant insights that drive business decisions and anticipate opportunities to achieve a competitive advantage. This function manages analytic data platforms, the access, design and implementation of reporting/business intelligence solutions, and the application of advanced quantitative modeling. Data Analytics applies business process knowled…","2024-11-01T16:36:12Z",67132.2,"https://www.adzuna.com/land/ad/4922488118?se=9psyYs2w7xGrDEpj4KcsRg&utm_medium=api&utm_source=13260c83&v=796E0DCD95B88450AD032970700461AED68C70D0","Data Analyst","1","eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXBzeVlzMnc3eEdyREVwajRLY3NSZyIsImkiOiI0OTIyNDg4MTE4In0.dtD5LbJiCg2p8QXo3EK61WViwaxqs_0YHaQ0-XDwXkU",NA,-73.77562,42.67264,"data analyst","Energy, Oil & Gas Jobs","Ny State Campus, Albany County","Cardinal Health",NA
68747.2,"4922369905","Adzuna::API::Response::Job","What Data Analytics brings to Cardinal Health: The Data & Analytics Function oversees the analytics life-cycle in order to identify, analyze and present relevant insights that drive business decisions and anticipate opportunities to achieve a competitive advantage. This function manages analytic data platforms, the access, design and implementation of reporting/business intelligence solutions, and the application of advanced quantitative modeling. Data Analytics applies business process knowled…","2024-11-01T16:03:27Z",68747.2,"https://www.adzuna.com/land/ad/4922369905?se=9psyYs2w7xGrDEpj4KcsRg&utm_medium=api&utm_source=13260c83&v=7A46C15F4B85FE955D1B6A4031CC0390CAE15FAB","Data Analyst","1","eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDkyMjM2OTkwNSIsInMiOiI5cHN5WXMydzd4R3JERXBqNEtjc1JnIn0.SNQdm--CxZRT21rIXzBa6l1tbxmi6hnioH9L4Y1PXkU",NA,-121.46649,38.57562,"data analyst","Energy, Oil & Gas Jobs","Sacramento, Sacramento County","Cardinal Health",NA
